id,smiles,veber_pass,ghose_pass,egan_pass,muegge_pass,pains_flag,sa_score,tice_agro_pass,hazard_any,covalent_warhead_any,structural_alert_hits,green_chem_proxy,desirability
axamozide,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CC2COc3ccccc3O2)CC1,1,1,1,1,0,3.103,1,0,0,cyp_imidazole_heme,3.445,0.7543
azabon,Nc1ccc(S(=O)(=O)N2CC3CCC(CC3)C2)cc1,1,0,1,1,0,2.094,1,0,0,cyp_aniline,2.532,0.6732
azabuperone,O=C(CCCN1CCN2CCCC2C1)c1ccc(F)cc1,1,1,1,1,0,2.014,1,0,0,,2.501,0.7615
azacyclonol,OC(c1ccccc1)(c1ccccc1)C1CCNCC1,1,1,1,1,0,2.05,1,0,0,,1.933,0.7494
azaloxan,O=C1NCCN1C1CCN(CCC2COc3ccccc3O2)CC1,1,1,1,1,0,2.397,1,0,0,,2.461,0.7883
azaquinzole,c1ccc2c(c1)CCN1CCNCC21,1,0,1,0,0,1.98,1,0,0,,1.929,0.7601
azepindole,c1ccc2c(c1)cc1n2CCCNC1,1,0,1,0,0,1.93,1,0,0,,2.062,0.7527
azipramine,CN(CCc1cc2cccc3c2n1-c1ccccc1CC3)Cc1ccccc1,1,1,1,0,0,3.033,1,0,0,,2.53,0.6577
balaperidone,O=c1[nH]c2ccccc2c(=O)n1CCN1C[C@H]2C[C@H](c3ccc(F)cc3)[C@H]2C1,1,1,1,1,0,3.624,1,0,0,,3.352,0.7141
bamifylline,CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,1,1,1,1,0,2.07,0,0,0,,2.397,0.6637
barbital,CCC1(CC)C(=O)NC(=O)NC1=O,1,0,1,0,0,1.0,0,0,0,,1.954,0.6755
batelapine,Cc1nc2n(n1)C(N1CCN(C)CC1)=Nc1ccccc1C2,1,1,1,1,0,2.315,1,0,0,,2.668,0.7609
beclamide,O=C(CCCl)NCc1ccccc1,1,0,1,0,0,1.25,1,0,1,haloacetamide_warhead,2.252,0.7284
beclomethasone/beclometasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1,1,1,1,0,4.087,1,0,1,acrylamide_warhead; haloacetamide_warhead,2.761,0.6518
befloxatone,COC[C@H]1CN(c2ccc(OCC[C@@H](O)C(F)(F)F)cc2)C(=O)O1,1,1,1,1,0,2.04,1,0,0,,3.798,0.7059
bemegride,CCC1(C)CC(=O)NC(=O)C1,1,0,1,0,0,1.0,0,0,0,,1.518,0.7187
benfotiamine,C/C(=C(\CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,0,1,0,0,0,2.004,0,0,0,,2.551,0.5339
benorilate,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,1,1,1,1,0,2.019,1,0,0,,2.288,0.6402
bentazepam,O=C1CNC(c2ccccc2)=c2c3c(sc2=N1)CCCC3,1,1,1,1,0,2.467,1,0,0,cyp_terminal_thiophene,2.536,0.7745
bentiamine,C/C(=C(\CCOC(=O)c1ccccc1)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,1,0,1,1,0,2.519,1,0,0,,2.518,0.5605
benzaprinoxide,C[N+](C)([O-])CC/C=C1/c2ccccc2C=Cc2c(Cl)cccc21,1,1,1,0,0,2.27,1,0,0,,2.631,0.6507
benzindopyrine,c1ccc(Cn2cc(CCc3ccncc3)c3ccccc32)cc1,1,1,1,1,0,2.716,1,0,0,cyp_pyridine_heme,2.341,0.6862
benzyl-alcohol,OCc1ccccc1,1,0,1,0,0,1.339,1,0,0,,1.561,0.6609
berupipam,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2cc(Br)cc3c2OCC3)C1,1,1,1,1,0,2.688,1,0,0,,3.53,0.6767
bervastatin,CCOC(=O)C[C@@H](O)C[C@@H](O)/C=C/C1=C(c2ccc(F)cc2)c2ccccc2OC12CCCC2,1,1,1,1,0,3.709,1,0,0,,2.915,0.6758
betamethasone-acibutate,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO,1,0,1,1,0,4.808,1,0,1,acrylamide_warhead,3.142,0.7132
betamethasone-benzoate,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,1,1,1,0,4.191,1,0,1,acrylamide_warhead,2.725,0.7133
binospirone,O=C1CC2(CCCC2)CC(=O)N1CCNCC1COc2ccccc2O1,1,1,1,1,0,3.05,1,0,0,,2.412,0.7126
biotin,O=C(O)CCCCC1SCC2NC(=O)NC21,1,0,1,1,0,1.81,0,0,0,,2.085,0.6042
bipenamol,O=C1C[C@H]2SC(C3(O)CN4C(=O)C[C@H]4S3)CN12,1,0,1,1,0,2.78,0,0,0,,2.795,0.6061
biriperone,O=C(CCCN1CCN2Cc3[nH]c4ccccc4c3CC2C1)c1ccc(F)cc1,1,1,1,1,1,3.13,1,0,0,,3.217,0.375
bisbentiamine,C/C(=C(/CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(\C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,0,0,0,0,0,3.164,0,0,0,,2.878,0.3179
bisorcic,CC(=O)NCCC[C@H](NC(C)=O)C(=O)O,1,0,1,1,0,1.0,0,0,0,,1.667,0.6338
blonanserin,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,1,1,1,1,0,3.114,1,0,0,cyp_pyridine_heme,2.727,0.7848
bremazocine,CC[C@]12CCN(CC3(O)CC3)[C@H](Cc3ccc(O)cc31)C2(C)C,1,1,1,1,0,2.52,1,0,0,,2.031,0.7162
brofoxine,CC1(C)OC(=O)Nc2ccc(Br)cc21,1,0,1,1,0,1.62,1,0,0,,2.717,0.7209
bromisoval,CC(C)C(Br)C(=O)NC(N)=O,1,0,1,1,0,1.0,0,0,1,haloacetamide_warhead,2.33,0.7009
bromoform,BrC(Br)Br,1,0,1,1,0,1.0,1,0,1,haloacetamide_warhead,3.95,0.7329
brosotamide,Cc1cc(Br)cc(C(N)=O)c1O,1,0,1,1,0,1.44,1,0,0,,2.7,0.6711
brosuximide,O=C1CC(c2cccc(Br)c2)C(=O)N1,1,0,1,1,0,1.99,1,0,0,,2.797,0.7378
brotizolam,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,1,1,1,1,0,2.68,1,0,0,cyp_terminal_thiophene,4.048,0.6793
buciclovir,Nc1nc(=O)c2ncn(CC[C@@H](O)CO)c2[nH]1,1,0,1,1,0,1.757,0,0,0,,2.656,0.5883
butacetin,CC(=O)Nc1ccc(OC(C)(C)C)cc1,1,0,1,1,0,1.15,1,0,0,,1.567,0.7211
butaclamol,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,1,1,1,1,0,3.416,1,0,0,,2.306,0.7462
butaperazine,CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,1,1,1,1,0,2.43,1,0,0,,2.351,0.7376
butoctamide,CCCCC(CC)CNC(=O)CC(C)O,1,0,1,1,0,1.0,1,0,0,,1.0,0.6901
butorphanol,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,1,1,1,1,0,3.123,1,0,0,,2.304,0.7482
cabergoline,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,1,0,1,1,0,3.164,1,0,0,,2.406,0.7305
cafedrine,CC(NCCn1cnc2c1c(=O)n(C)c(=O)n2C)C(O)c1ccccc1,1,1,1,1,0,2.603,0,0,0,,2.512,0.6439
camazepam,CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,1,1,1,1,0,2.567,1,0,0,,3.039,0.7421
camphor,CC12CCC(CC1=O)C2(C)C,1,0,1,0,0,1.34,1,0,0,,1.153,0.6932
caproxamine,CCCCC/C(=N/OCCN)c1ccc(C)c(N)c1,1,0,1,1,0,1.09,1,0,0,cyp_aniline,1.505,0.6061
captodiame,CCCCSc1ccc(C(SCCN(C)C)c2ccccc2)cc1,1,0,0,0,0,1.916,0,0,0,,1.632,0.6057
carbubarb,CCCCC1(CCOC(N)=O)C(=O)NC(=O)NC1=O,1,0,1,1,0,1.0,0,0,0,,2.054,0.6203
carburazepam,CN1C(=O)CN(C(N)=O)C(c2ccccc2)c2cc(Cl)ccc21,1,1,1,1,0,2.548,1,0,0,,3.041,0.6919
carfimate,C#CC(OC(N)=O)c1ccccc1,1,0,1,0,0,1.74,1,0,0,,1.912,0.6355
carmantadine,O=C(O)C1CCN1C12CC3CC(CC(C3)C1)C2,1,0,1,1,0,2.226,1,0,0,,2.287,0.7357
caroxazone,NC(=O)CN1Cc2ccccc2OC1=O,1,0,1,1,0,1.76,0,0,0,,2.44,0.6538
carperone,CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,1,1,1,1,0,1.505,1,0,0,,2.357,0.7557
carzenide,NS(=O)(=O)c1ccc(C(=O)O)cc1,1,0,1,1,0,1.61,0,0,0,,2.685,0.5708
cathinone,C[C@H](N)C(=O)c1ccccc1,1,0,1,0,0,1.553,1,0,0,,1.668,0.6187
cebaracetam,O=C1CN(C(=O)CN2CC(c3ccc(Cl)cc3)CC2=O)CCN1,1,1,1,1,0,2.235,0,0,0,,2.963,0.7546
celucloral,OC1OC(COCCOC(O)C(Cl)(Cl)Cl)C(OC2OC(COCCOCCOC(O)C(Cl)(Cl)Cl)CC(OC(O)C(Cl)(Cl)Cl)C2O)C(OCCOCCOC(O)C(Cl)(Cl)Cl)C1O,0,0,0,0,0,4.97,0,0,1,haloacetamide_warhead,8.325,0.2721
cerivastatin,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,0,1,1,1,0,2.306,1,0,0,cyp_pyridine_heme,2.367,0.5763
cetohexazine,Cc1cc(C)c(=O)[nH]n1,1,0,1,0,0,1.13,0,0,0,,2.033,0.6622
cetophenicol/cetofenicol,CC(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,1,1,1,1,0,1.788,1,0,1,haloacetamide_warhead,3.042,0.6282
cetotiamine,CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)Cc1cnc(C)nc1N,1,1,0,1,0,1.33,0,0,0,,2.038,0.6177
chloralose,OC[C@@H](O)[C@H]1OC2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O,1,0,1,1,0,2.34,0,0,1,haloacetamide_warhead,3.888,0.6014
chlorhexadol/chloralodol,CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl,1,0,1,1,0,1.0,1,0,1,haloacetamide_warhead,2.986,0.6828
chlormezanone,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,1,0,1,1,0,1.854,1,0,0,,2.868,0.6883
chromocarb,O=C(O)c1cc(=O)c2ccccc2o1,1,0,1,0,0,1.98,1,0,0,,2.457,0.6014
ciclesonide,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,1,0,1,1,0,5.192,0,0,1,acrylamide_warhead,2.713,0.6655
ciclotizolam,Clc1ccccc1C1=NCc2nnc(C3CCCCC3)n2-c2sc(Br)cc21,1,0,0,0,0,2.87,0,0,0,cyp_terminal_thiophene,3.998,0.6479
cicortonide,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1C3CC(C#N)=C4C=C(OCCCl)CCC4(C)[C@@]3(F)C(O)CC12C,1,0,1,1,0,4.62,0,0,1,haloacetamide_warhead,3.662,0.6052
cilobamine,CC(C)N[C@H]1C2CCC(CC2)[C@]1(O)c1ccc(Cl)c(Cl)c1,1,1,1,1,0,2.544,1,0,0,,3.254,0.725
cimemoxin,NNCC1CCCCC1,1,0,1,0,0,1.0,1,0,0,,1.167,0.6951
cimepanol,CC(C)C(O)C1CCCCC1,1,0,1,0,0,1.0,1,0,0,,1.0,0.7068
cimoxatone,COCC1CN(c2ccc(OCc3cccc(C#N)c3)cc2)C(=O)O1,1,1,1,1,0,2.484,1,0,0,,2.409,0.684
cinoctramide,COc1cc(/C=C/C(=O)N2CCCCCCC2)cc(OC)c1OC,1,1,1,1,0,2.348,1,0,1,acrylamide_warhead,1.804,0.7217
cinolazepam,N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,1,1,1,1,0,2.6,1,0,0,,3.607,0.7241
ciprazafone,CN(C(=O)CNC1CC1)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,1,1,1,1,0,2.234,1,0,0,,3.409,0.6975
ciprocinonide,CC1(C)O[C@@H]2C[C@H]3C4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)C2CC2)O1,1,0,1,1,0,5.19,0,0,1,acrylamide_warhead,3.93,0.6728
citatepine,CN1CCC2=C(CC1)c1cc(C#N)ccc1Sc1ccccc12,1,1,1,1,0,2.56,1,0,0,,2.391,0.7639
clebopride,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,1,1,1,1,0,2.15,1,0,0,cyp_aniline,2.812,0.7507
clidafidine,Clc1cccc(Cl)c1NC1=NCCO1,1,0,1,1,0,1.713,1,0,0,cyp_aniline,3.494,0.7393
clobetasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]2(C)[C@@]1(O)C(=O)CCl,1,1,1,1,0,3.892,1,0,1,acrylamide_warhead; haloacetamide_warhead,3.297,0.7352
clobetasone-butyrate,CCCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C,1,1,1,1,0,3.979,1,0,1,acrylamide_warhead; haloacetamide_warhead,3.283,0.6771
clocapramine,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC1,1,0,1,1,0,2.787,1,0,0,,3.101,0.7477
clocortolone,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(Cl)C(O)CC2(C)C1C(=O)CO,1,1,1,1,0,4.337,1,0,1,acrylamide_warhead; haloacetamide_warhead,3.261,0.7342
clocortolone-acetate,CC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)C3(Cl)[C@@H](O)C[C@@]21C,1,1,1,1,0,4.42,1,0,1,acrylamide_warhead; haloacetamide_warhead,3.311,0.6872
clocortolone-pivalate,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(Cl)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C,1,0,1,1,0,4.441,1,0,1,acrylamide_warhead; haloacetamide_warhead,3.225,0.6827
clodazon,CN(C)CCCn1c(=O)n(-c2ccccc2)c2cc(Cl)ccc21,1,1,1,1,0,2.177,1,0,0,,2.83,0.7323
clofenciclan,CCN(CC)CCOC1(c2ccc(Cl)cc2)CCCCC1,1,1,1,1,0,1.32,1,0,0,,1.995,0.7432
clofluperol,O=C(CCCN1CCC(O)(c2ccc(Cl)c(C(F)(F)F)c2)CC1)c1ccc(F)cc1,1,1,1,0,0,2.159,1,0,0,,4.873,0.6568
cloperidone,O=c1[nH]c2ccccc2c(=O)n1CCCN1CCN(c2cccc(Cl)c2)CC1,1,1,1,1,0,2.56,1,0,0,,3.183,0.7458
cloprednol,C[C@]12C=CC(=O)C=C1C(Cl)=C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1,1,1,1,0,3.947,1,0,1,acrylamide_warhead,2.871,0.6531
clorethate/cloretate,O=C(OCC(Cl)(Cl)Cl)OCC(Cl)(Cl)Cl,1,0,1,1,0,1.0,1,0,1,haloacetamide_warhead,5.289,0.6951
clorgiline,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,1,0,1,1,0,1.228,1,0,0,,2.698,0.6797
cloroperone,O=C(CCCN1CCC(C(=O)c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,1,1,1,0,0,2.154,1,0,0,,3.165,0.6927
clorotepine,CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,1,1,1,1,0,2.668,1,0,0,,2.927,0.7812
clotiazepam,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,1,1,1,1,0,2.17,1,0,0,cyp_terminal_thiophene,2.914,0.7404
cloticasone(cloticasone-propionate),CCC(=O)O[C@]1(C(=O)SCCl)[C@H](C)C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,0,1,1,0,4.466,0,0,1,acrylamide_warhead; haloacetamide_warhead,3.918,0.6424
clotixamide(clotixamide),CNC(=O)CCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,1,1,1,1,1,2.55,1,0,0,,3.0,0.3689
cogazocine,CCC12CCN(CC3CCC3)C(Cc3ccc(O)cc31)C2(C)C,1,1,1,1,0,2.503,1,0,0,,1.889,0.7739
conorphone(conorfone),CC[C@H]1CC(=O)[C@@H]2Oc3c(OC)ccc4c3[C@@]23CCN(CC2CC2)C(C4)[C@H]13,1,1,1,1,0,4.655,1,0,0,,2.688,0.7571
cormetasone,CC1CC2C3CC(F)(F)C4=CC(=O)C=C[C@]4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1,1,1,1,0,4.127,1,0,1,acrylamide_warhead,3.918,0.729
cortexolone(cortodoxonecortifen),CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO,1,1,1,1,0,3.429,1,0,1,acrylamide_warhead,2.032,0.7516
cortisone-acetate,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,1,1,1,1,1,3.593,1,0,1,acrylamide_warhead,2.229,0.3572
cortisuzol,CC1=C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2C[C@@H](C)[C@]3(O)C(=O)COC(=O)c2cccc(S(=O)(=O)O)c2)[C@@]2(C)Cc3cnn(-c4ccccc4)c3C=C12,0,0,0,0,0,5.891,0,0,0,,3.442,0.4903
cortivazol,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C=C(C)C4=Cc5c(cnn5-c5ccccc5)C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,0,1,1,0,5.242,0,0,0,,2.913,0.6518
cotinine,CN1C(=O)CCC1c1cccnc1,1,0,1,0,0,1.73,1,0,0,cyp_pyridine_heme,1.972,0.7075
cotriptyline,CN(C)CC(=O)C=C1c2ccccc2CCc2ccccc21,1,1,1,1,1,2.19,1,0,1,acrylamide_warhead,1.973,0.3864
crilvastatin,CC1CC(OC(=O)C2CCC(=O)N2)CC(C)(C)C1,1,0,1,1,0,1.781,1,0,0,,1.581,0.7229
crotetamide,C/C=C/C(=O)N(CC)C(CC)C(=O)N(C)C,1,0,1,1,0,1.0,1,0,1,acrylamide_warhead,1.217,0.7121
cyclarbamate,O=C(Nc1ccccc1)OCC1(COC(=O)Nc2ccccc2)CCCC1,1,1,1,0,0,2.19,1,0,0,,2.3,0.6688
cyclindole(ciclindole),CN(C)C1CCc2[nH]c3ccccc3c2C1,1,0,1,1,1,2.106,1,0,0,,1.932,0.3888
cyclobarbital,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,1,0,1,1,0,1.34,1,0,0,,2.016,0.71
cyclobenzaprine,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,1,1,1,1,0,2.23,1,0,0,,1.883,0.7514
cyclopregnol,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)C45CC4CC[C@]5(C)[C@H]3CC[C@]12C,1,1,1,1,0,4.917,1,0,0,,1.999,0.7212
cycotiamine,C/C(=C1/CCOC(=O)S1)N(C=O)Cc1cnc(C)nc1N,1,1,1,1,0,1.658,1,0,0,,2.435,0.6421
cyheptamide,NC(=O)C1c2ccccc2CCc2ccccc21,1,0,1,1,0,2.185,1,0,0,,2.083,0.6469
cyprenorphine,COC12C=CC3(CC1C(C)(C)O)[C@@H]1Cc4ccc(O)c5c4[C@]3(CCN1CC1CC1)[C@@H]2O5,1,1,1,0,0,6.289,1,0,0,,3.33,0.7598
cyprodenate,CN(C)CCOC(=O)CCC1CCCCC1,1,0,1,1,0,1.0,1,0,0,,1.124,0.7132
cyprolidol,OC(c1ccccc1)(c1ccccc1)C1CC1c1ccncc1,1,1,1,1,0,3.131,1,0,0,cyp_pyridine_heme,2.308,0.7039
cyproximide(ciproximide),O=C1NC(=O)C2(c3ccc(Cl)cc3)CC12,1,0,1,1,0,2.523,1,0,0,,2.982,0.7443
dacemazine,CN(C)CC(=O)N1c2ccccc2Sc2ccccc21,1,1,1,1,0,2.225,1,0,0,,2.35,0.7815
dazadrol,OC(C1=NCCN1)(c1ccc(Cl)cc1)c1ccccn1,1,1,1,1,0,2.46,1,0,0,cyp_pyridine_heme,2.99,0.7452
decimemide,CCCCCCCCCCOc1c(OC)cc(C(N)=O)cc1OC,0,1,1,1,0,1.072,0,0,0,,1.42,0.6338
delfaprazine,Cc1ccc(Cc2ccccc2)c(N2CCNCC2)c1,1,1,1,1,0,2.05,1,0,0,,1.933,0.8005
demoxepam,O=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,1,1,1,1,0,2.37,1,0,0,,3.097,0.7568
denbufylline,CCCCn1c(=O)c2c(ncn2CC(C)=O)n(CCCC)c1=O,1,1,1,1,0,1.41,1,0,0,,2.013,0.698
deprodone,CC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1,1,1,1,0,3.793,1,0,1,acrylamide_warhead,2.109,0.7211
desciclovir,Nc1ncc2ncn(COCCO)c2n1,1,0,1,1,0,1.55,0,0,0,,2.7,0.6412
descinolone(descinolone-acetonide),CC(=O)[C@@]1(O)[C@H](O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,1,1,1,0,4.083,1,0,1,acrylamide_warhead,2.795,0.7255
desonide,CC1(C)O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5(C)[C@H]4C(O)CC3(C)[C@]2(C(=O)CO)O1,1,1,1,1,0,4.45,1,0,1,acrylamide_warhead,2.5,0.7349
desoximetasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,1,1,1,1,0,4.067,1,0,1,acrylamide_warhead,2.674,0.7564
detomidine,Cc1cccc(Cc2cnc[nH]2)c1C,1,0,1,0,0,1.68,1,0,0,cyp_imidazole_heme,1.829,0.7207
dexamethasone-acefurate,CC(=O)OCC(=O)[C@@]1(OC(=O)c2ccco2)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,0,1,1,0,4.807,0,0,1,acrylamide_warhead; cyp_terminal_furan,3.242,0.6682
dexamisole,c1ccc([C@@H]2CN3CCSC3=N2)cc1,1,0,1,1,0,2.144,1,0,0,,2.252,0.7439
deximafen(imafen),c1ccc(C2CN=C3NCCN32)cc1,1,0,1,0,0,2.144,1,0,0,,2.252,0.7479
dexoxadrol(dioxadrolandlevoxadrol),c1ccc(C2(c3ccccc3)OC[C@H]([C@@H]3CCCCN3)O2)cc1,1,1,1,1,0,2.88,1,0,0,,2.271,0.8145
dichlorisone,CC12C=CC(=O)C=C1CCC1C3CC[C@](O)(C(=O)CO)C3(C)CC(Cl)[C@@]12Cl,1,1,1,1,0,3.833,1,0,1,acrylamide_warhead; haloacetamide_warhead,3.295,0.7236
dichlorisone-acetate,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC21C,1,1,1,1,0,3.915,1,0,1,acrylamide_warhead; haloacetamide_warhead,3.343,0.6927
diclometide,CCN(CC)CCNC(=O)c1cc(Cl)cc(Cl)c1OC,1,1,1,1,0,1.15,1,0,0,,2.8,0.722
didrovaltrate,CC(=O)O[C@H]1C[C@@H]2C(COC(=O)CC(C)C)=CO[C@@H](OC(=O)CC(C)C)[C@@H]2[C@@]12CO2,1,1,1,1,0,3.573,1,0,1,epoxide_warhead,2.082,0.5169
difebarbamate,CCCCOCC(CN1C(=O)N(CC(COCCCC)OC(N)=O)C(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,0,0,0,0,0,2.291,0,0,0,,2.066,0.4906
difluanine(difluanazine),Fc1ccc(C(CCCN2CCN(CCNc3ccccc3)CC2)c2ccc(F)cc2)cc1,1,0,1,0,0,2.631,0,0,0,cyp_aniline,3.369,0.6618
diflucortolone,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)C1C(=O)CO,1,1,1,1,0,4.337,1,0,1,acrylamide_warhead,3.261,0.753
diflucortolone-pivalate,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,1,1,1,1,0,4.441,1,0,1,acrylamide_warhead,3.225,0.7253
dimelazine,CN1CCC(C)(CN2c3ccccc3Sc3ccccc32)C1,1,1,1,1,0,2.648,1,0,0,,2.314,0.7821
dimethadione,CC1(C)OC(=O)NC1=O,1,0,1,0,0,1.0,0,0,0,,2.153,0.6612
dimethazan,CN(C)CCn1cnc2c1c(=O)n(C)c(=O)n2C,1,0,1,1,0,1.405,0,0,0,,2.33,0.7046
dimethylamphetamine(dimethamphetamine),CC(Cc1ccccc1)N(C)C,1,0,1,0,0,1.295,1,0,0,,1.186,0.7273
dimiracetam,O=C1CN2C(=O)CCC2N1,1,0,1,0,0,1.35,0,0,0,,2.267,0.6218
dioxamate,CCCCCCCCCC1(C)OCC(COC(N)=O)O1,1,1,1,1,0,1.13,1,0,0,,1.303,0.7051
diphoxazide,CC(=O)NNC(=O)CC(O)(c1ccccc1)c1ccccc1,1,1,1,1,0,1.928,1,0,0,,2.141,0.6832
diprenorphine,CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,1,1,1,0,0,6.197,1,0,0,,3.268,0.7712
divaplon,CCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1C,1,1,1,1,0,2.208,1,0,0,,2.394,0.6683
dizocilpine(MK-801),CC12NC(Cc3ccccc31)c1ccccc12,1,0,1,1,0,2.94,1,0,0,,2.176,0.7708
